Destination,Prefix,First Increment,Second Increment,Rate
EL SALVADOR - CTE ON NET,50323842,30,6,0.2755
EL SALVADOR - CTE ON NET,50323220,30,6,0.2755
EL SALVADOR - CTE ON NET,5032448,30,6,0.2755
EL SALVADOR - CTE ON NET,50322808,30,6,0.2755
EL SALVADOR - CTE ON NET,5032511,30,6,0.2755
EL SALVADOR - CTE ON NET,50324180,30,6,0.2755
EL SALVADOR - CTE ON NET,5032510,30,6,0.2755
EL SALVADOR - CTE ON NET,50326676,30,6,0.2755
EL SALVADOR - CTE ON NET,50324700,30,6,0.2755
EL SALVADOR - CTE ON NET,5032205,30,6,0.2755
EL SALVADOR - CTE ON NET,50324132,30,6,0.2755
EL SALVADOR - CTE ON NET,50323627,30,6,0.2755
EL SALVADOR - CTE ON NET,5032401,30,6,0.2755
EL SALVADOR - CTE ON NET,50326085,30,6,0.2755
EL SALVADOR - CTE ON NET,50323624,30,6,0.2755
EL SALVADOR - CTE ON NET,5032645,30,6,0.2755
EL SALVADOR - CTE ON NET,50323620,30,6,0.2755
EL SALVADOR - CTE ON NET,5032223,30,6,0.2755
EL SALVADOR - CTE ON NET,50324692,30,6,0.2755
EL SALVADOR - CTE ON NET,50323351,30,6,0.2755
EL SALVADOR - CTE ON NET,5032429,30,6,0.2755
EL SALVADOR - CTE ON NET,50326586,30,6,0.2755
EL SALVADOR - CTE ON NET,50324715,30,6,0.2755
EL SALVADOR - CTE ON NET,50323330,30,6,0.2755
EL SALVADOR - CTE ON NET,5032399,30,6,0.2755
EL SALVADOR - CTE ON NET,50324220,30,6,0.2755
EL SALVADOR - CTE ON NET,50323560,30,6,0.2755
EL SALVADOR - CTE ON NET,50323312,30,6,0.2755
EL SALVADOR - CTE ON NET,5032445,30,6,0.2755
EL SALVADOR - CTE ON NET,50322243,30,6,0.2755
EL SALVADOR - CTE ON NET,5032440,30,6,0.2755
EL SALVADOR - CTE ON NET,50324181,30,6,0.2755
EL SALVADOR - CTE ON NET,5032484,30,6,0.2755
EL SALVADOR - CTE ON NET,50323010,30,6,0.2755
EL SALVADOR - CTE ON NET,50324739,30,6,0.2755
EL SALVADOR - CTE ON NET,50326590,30,6,0.2755
EL SALVADOR - CTE ON NET,50324738,30,6,0.2755
EL SALVADOR - CTE ON NET,50322463,30,6,0.2755
EL SALVADOR - CTE ON NET,50323458,30,6,0.2755
EL SALVADOR - CTE ON NET,50322493,30,6,0.2755
EL SALVADOR - CTE ON NET,50324134,30,6,0.2755
EL SALVADOR - CTE ON NET,50323144,30,6,0.2755
EL SALVADOR - CTE ON NET,50324131,30,6,0.2755
EL SALVADOR - CTE ON NET,50326541,30,6,0.2755
EL SALVADOR - CTE ON NET,50324130,30,6,0.2755
EL SALVADOR - CTE ON NET,5032222,30,6,0.2755
EL SALVADOR - CTE ON NET,50323383,30,6,0.2755
EL SALVADOR - CTE ON NET,5032225,30,6,0.2755
EL SALVADOR - CTE ON NET,5032452,30,6,0.2755
EL SALVADOR - CTE ON NET,50326412,30,6,0.2755
EL SALVADOR - CTE ON NET,5032451,30,6,0.2755
EL SALVADOR - CTE ON NET,50323313,30,6,0.2755
EL SALVADOR - CTE ON NET,5032447,30,6,0.2755
EL SALVADOR - CTE ON NET,50324174,30,6,0.2755
EL SALVADOR - CTE ON NET,50324737,30,6,0.2755
EL SALVADOR - CTE ON NET,50323195,30,6,0.2755
EL SALVADOR - CTE ON NET,50323382,30,6,0.2755
EL SALVADOR - CTE ON NET,50322492,30,6,0.2755
EL SALVADOR - CTE ON NET,503252,30,6,0.2755
EL SALVADOR - CTE ON NET,50326520,30,6,0.2755
EL SALVADOR - CTE ON NET,5032487,30,6,0.2755
EL SALVADOR - CTE ON NET,5032206,30,6,0.2755
EL SALVADOR - CTE ON NET,5032420,30,6,0.2755
EL SALVADOR - CTE ON NET,50322241,30,6,0.2755
EL SALVADOR - CTE ON NET,50322620,30,6,0.2755
EL SALVADOR - CTE ON NET,50323335,30,6,0.2755
EL SALVADOR - CTE ON NET,5032253,30,6,0.2755
EL SALVADOR - CTE ON NET,50324133,30,6,0.2755
EL SALVADOR - CTE ON NET,5032240,30,6,0.2755
EL SALVADOR - CTE ON NET,50322246,30,6,0.2755
EL SALVADOR - CTE ON NET,50322371,30,6,0.2755
EL SALVADOR - CTE ON NET,50323650,30,6,0.2755
EL SALVADOR - CTE ON NET,50324083,30,6,0.2755
EL SALVADOR - CTE ON NET,50324693,30,6,0.2755
EL SALVADOR - CTE ON NET,5032668,30,6,0.2755
EL SALVADOR - CTE ON NET,50326822,30,6,0.2755
EL SALVADOR - CTE ON NET,50322625,30,6,0.2755
EL SALVADOR - CTE ON NET,5032519,30,6,0.2755
EL SALVADOR - CTE ON NET,50322460,30,6,0.2755
EL SALVADOR - CTE ON NET,5032204,30,6,0.2755
EL SALVADOR - CTE ON NET,5032245,30,6,0.2755
EL SALVADOR - CTE ON NET,50326497,30,6,0.2755
EL SALVADOR - CTE ON NET,5032241,30,6,0.2755
EL SALVADOR - CTE ON NET,50323142,30,6,0.2755
EL SALVADOR - CTE ON NET,5032671,30,6,0.2755
EL SALVADOR - CTE ON NET,5032639,30,6,0.2755
EL SALVADOR - CTE ON NET,50323352,30,6,0.2755
EL SALVADOR - CTE ON NET,5032351,30,6,0.2755
EL SALVADOR - CTE ON NET,5032660,30,6,0.2755
EL SALVADOR - CTE ON NET,50323336,30,6,0.2755
EL SALVADOR - CTE ON NET,50322800,30,6,0.2755
EL SALVADOR - CTE ON NET,5032483,30,6,0.2755
EL SALVADOR - CTE ON NET,5032276,30,6,0.2755
EL SALVADOR - CTE ON NET,50326321,30,6,0.2755
EL SALVADOR - CTE ON NET,50322686,30,6,0.2755
EL SALVADOR - CTE ON NET,50322806,30,6,0.2755
EL SALVADOR - CTE ON NET,50322494,30,6,0.2755
EL SALVADOR - CTE ON NET,50322490,30,6,0.2755
EL SALVADOR - CTE ON NET,50322370,30,6,0.2755
EL SALVADOR - CTE ON NET,50326308,30,6,0.2755
EL SALVADOR - CTE ON NET,50326140,30,6,0.2755
EL SALVADOR - CTE ON NET,50323080,30,6,0.2755
EL SALVADOR - CTE ON NET,5032683,30,6,0.2755
EL SALVADOR - CTE ON NET,5032227,30,6,0.2755
EL SALVADOR - CTE ON NET,5032681,30,6,0.2755
EL SALVADOR - CTE ON NET,50326480,30,6,0.2755
EL SALVADOR - CTE ON NET,5032661,30,6,0.2755
EL SALVADOR - CTE ON NET,5032309,30,6,0.2755
EL SALVADOR - CTE ON NET,5032273,30,6,0.2755
EL SALVADOR - CTE ON NET,50323625,30,6,0.2755
EL SALVADOR - CTE ON NET,50322685,30,6,0.2755
EL SALVADOR - CTE ON NET,50322242,30,6,0.2755
EL SALVADOR - CTE ON NET,5032263,30,6,0.2755
EL SALVADOR - CTE ON NET,50326642,30,6,0.2755
EL SALVADOR - CTE ON NET,50322543,30,6,0.2755
EL SALVADOR - CTE ON NET,50326824,30,6,0.2755
EL SALVADOR - CTE ON NET,50322541,30,6,0.2755
EL SALVADOR - CTE ON NET,50322540,30,6,0.2755
EL SALVADOR - CTE ON NET,5032248,30,6,0.2755
EL SALVADOR - CTE ON NET,50326670,30,6,0.2755
EL SALVADOR - CTE ON NET,50322461,30,6,0.2755
EL SALVADOR - CTE ON NET,50323823,30,6,0.2755
EL SALVADOR - CTE ON NET,5032242,30,6,0.2755
EL SALVADOR - CTE ON NET,5032318,30,6,0.2755
EL SALVADOR - CTE ON NET,50322375,30,6,0.2755
EL SALVADOR - CTE ON NET,50323409,30,6,0.2755
EL SALVADOR - CTE ON NET,5032624,30,6,0.2755
EL SALVADOR - CTE ON NET,50323600,30,6,0.2755
EL SALVADOR - CTE ON NET,50326102,30,6,0.2755
EL SALVADOR - CTE ON NET,5032402,30,6,0.2755
EL SALVADOR - CTE ON NET,5032680,30,6,0.2755
EL SALVADOR - CTE ON NET,50323333,30,6,0.2755
EL SALVADOR - CTE ON NET,5032663,30,6,0.2755
EL SALVADOR - CTE ON NET,5032327,30,6,0.2755
EL SALVADOR - CTE ON NET,50322801,30,6,0.2755
EL SALVADOR - CTE ON NET,50324084,30,6,0.2755
EL SALVADOR - CTE ON NET,5032271,30,6,0.2755
EL SALVADOR - CTE ON NET,50326678,30,6,0.2755
EL SALVADOR - CTE ON NET,5032270,30,6,0.2755
EL SALVADOR - CTE ON NET,50323222,30,6,0.2755
EL SALVADOR - CTE ON NET,50322626,30,6,0.2755
EL SALVADOR - CTE ON NET,50323389,30,6,0.2755
EL SALVADOR - CTE ON NET,5032260,30,6,0.2755
EL SALVADOR - CTE ON NET,50323459,30,6,0.2755
EL SALVADOR - CTE ON NET,50322544,30,6,0.2755
EL SALVADOR - CTE ON NET,50323398,30,6,0.2755
EL SALVADOR - CTE ON NET,5032251,30,6,0.2755
EL SALVADOR - CTE ON NET,50322374,30,6,0.2755
EL SALVADOR - CTE ON NET,50322462,30,6,0.2755
EL SALVADOR - CTE ON NET,50323214,30,6,0.2755
EL SALVADOR - CTE ON NET,5032239,30,6,0.2755
EL SALVADOR - CTE ON NET,50323381,30,6,0.2755
EL SALVADOR - CTE ON NET,50322803,30,6,0.2755
EL SALVADOR - CTE ON NET,50323988,30,6,0.2755
EL SALVADOR - CTE ON NET,50322684,30,6,0.2755
EL SALVADOR - CTE ON NET,50324417,30,6,0.2755
EL SALVADOR - CTE ON NET,50322621,30,6,0.2755
EL SALVADOR - CTE ON NET,50326510,30,6,0.2755
EL SALVADOR - CTE ON NET,5032250,30,6,0.2755
EL SALVADOR - CTE ON NET,50323221,30,6,0.2755
EL SALVADOR - CTE ON NET,50322491,30,6,0.2755
EL SALVADOR - CTE ON NET,50322805,30,6,0.2755
EL SALVADOR - CTE ON NET,5032234,30,6,0.2755
EL SALVADOR - CTE ON NET,50323194,30,6,0.2755
EL SALVADOR - CTE ON NET,5032669,30,6,0.2755
EL SALVADOR - CTE ON NET,50322245,30,6,0.2755
EL SALVADOR - CTE ON NET,5032665,30,6,0.2755
EL SALVADOR - CTE ON NET,5032235,30,6,0.2755
EL SALVADOR - CTE ON NET,50322802,30,6,0.2755
EL SALVADOR - CTE ON NET,50326130,30,6,0.2755
EL SALVADOR - CTE ON NET,5032277,30,6,0.2755
EL SALVADOR - CTE ON NET,50324410,30,6,0.2755
EL SALVADOR - CTE ON NET,5032267,30,6,0.2755
EL SALVADOR - CTE ON NET,50323386,30,6,0.2755
EL SALVADOR - CTE ON NET,5032264,30,6,0.2755
EL SALVADOR - CTE ON NET,50322188,30,6,0.2755
EL SALVADOR - CTE ON NET,50322623,30,6,0.2755
EL SALVADOR - CTE ON NET,50322240,30,6,0.2755
EL SALVADOR - CTE ON NET,5032261,30,6,0.2755
EL SALVADOR - CTE ON NET,50323621,30,6,0.2755
EL SALVADOR - CTE ON NET,5032258,30,6,0.2755
EL SALVADOR - CTE ON NET,50323407,30,6,0.2755
EL SALVADOR - CTE ON NET,5032243,30,6,0.2755
EL SALVADOR - CTE ON NET,50322372,30,6,0.2755
EL SALVADOR - CTE ON NET,5032232,30,6,0.2755
EL SALVADOR - CTE ON NET,5032279,30,6,0.2755
EL SALVADOR - CTE ON NET,5032278,30,6,0.2755
EL SALVADOR - CTE ON NET,5032274,30,6,0.2755
EL SALVADOR - CTE ON NET,5032272,30,6,0.2755
EL SALVADOR - CTE ON NET,50322683,30,6,0.2755
EL SALVADOR - CTE ON NET,50322624,30,6,0.2755
EL SALVADOR - CTE ON NET,50322622,30,6,0.2755
EL SALVADOR - CTE ON NET,50322542,30,6,0.2755
EL SALVADOR - CTE ON NET,50322464,30,6,0.2755
EL SALVADOR - CTE ON NET,50322373,30,6,0.2755
EL SALVADOR - CTE ON NET,5032231,30,6,0.2755
EL SALVADOR - CTE ON NET,50323781,30,6,0.2755
EL SALVADOR - CTE ON NET,50323322,30,6,0.2755
EL SALVADOR - CTE ON NET,50323101,30,6,0.2755
EL SALVADOR - CTE ON NET,5032282,30,6,0.2755
EL SALVADOR - CTE ON NET,5032379,30,6,0.2755
EL SALVADOR - CTE ON NET,50323414,30,6,0.2755
EL SALVADOR - CTE ON NET,50323190,30,6,0.2755
EL SALVADOR - CTE ON NET,50323143,30,6,0.2755
EL SALVADOR - CTE ON NET,50323140,30,6,0.2755
EL SALVADOR - CTE ON NET,50323130,30,6,0.2755
EL SALVADOR - CTE ON NET,50323102,30,6,0.2755
EL SALVADOR - CTE ON NET,5032288,30,6,0.2755
EL SALVADOR - CTE ON NET,5032286,30,6,0.2755
EL SALVADOR - CTE ON NET,5032389,30,6,0.2755
EL SALVADOR - CTE ON NET,5032346,30,6,0.2755
EL SALVADOR - CTE ON NET,5032334,30,6,0.2755
EL SALVADOR - CTE ON NET,50323314,30,6,0.2755
EL SALVADOR - CTE ON NET,50323192,30,6,0.2755
EL SALVADOR - CTE ON NET,50323191,30,6,0.2755
EL SALVADOR - CTE ON NET,50323058,30,6,0.2755
EL SALVADOR - CTE ON NET,50323011,30,6,0.2755
EL SALVADOR - CTE ON NET,503229,30,6,0.2755
EL SALVADOR - CTE ON NET,5032284,30,6,0.2755
EL SALVADOR - CTE ON NET,5032281,30,6,0.2755
EL SALVADOR - CTE ON NET,50323399,30,6,0.2755
EL SALVADOR - CTE ON NET,50323196,30,6,0.2755
EL SALVADOR - CTE ON NET,50323193,30,6,0.2755
EL SALVADOR - CTE ON NET,5032393,30,6,0.2755
EL SALVADOR - CTE ON NET,5032354,30,6,0.2755
EL SALVADOR - CTE ON NET,50323323,30,6,0.2755
EL SALVADOR - CTE ON NET,50323319,30,6,0.2755
EL SALVADOR - CTE ON NET,50323690,30,6,0.2755
EL SALVADOR - CTE ON NET,50323068,30,6,0.2755
EL SALVADOR - CTE ON NET,50323059,30,6,0.2755
EL SALVADOR - CTE ON NET,50323012,30,6,0.2755
EL SALVADOR - CTE ON NET,50323104,30,6,0.2755
EL SALVADOR - CTE ON NET,50323780,30,6,0.2755
EL SALVADOR - CTE ON NET,50323413,30,6,0.2755
EL SALVADOR - CTE ON NET,50323141,30,6,0.2755
EL SALVADOR - CTE ON NET,5032349,30,6,0.2755
EL SALVADOR - CTE ON NET,5032289,30,6,0.2755
EL SALVADOR - CTE ON NET,50322807,30,6,0.2755
EL SALVADOR - CTE ON NET,50323455,30,6,0.2755
EL SALVADOR - CTE ON NET,5032372,30,6,0.2755
EL SALVADOR - CTE ON NET,50323397,30,6,0.2755
EL SALVADOR - CTE ON NET,50323320,30,6,0.2755
EL SALVADOR - CTE ON NET,5032325,30,6,0.2755
EL SALVADOR - CTE ON NET,50323100,30,6,0.2755
EL SALVADOR - CTE ON NET,50323067,30,6,0.2755
EL SALVADOR - CTE ON NET,50324081,30,6,0.2755
EL SALVADOR - CTE ON NET,50323103,30,6,0.2755
EL SALVADOR - CTE ON NET,5032212,30,6,0.2755
EL SALVADOR - CTE ON NET,50323357,30,6,0.2755
EL SALVADOR - CTE ON NET,5032213,30,6,0.2755
EL SALVADOR - CTE ON NET,5032203,30,6,0.2755
EL SALVADOR - CTE ON NET,50322012,30,6,0.2755
EL SALVADOR - CTE ON NET,50323300,30,6,0.2755
EL SALVADOR - CTE ON NET,50322187,30,6,0.2755
EL SALVADOR - CTE ON NET,50323536,30,6,0.2755
EL SALVADOR - CTE ON NET,50323488,30,6,0.2755
EL SALVADOR - CTE ON NET,5032216,30,6,0.2755
EL SALVADOR - CTE ON NET,50322185,30,6,0.2755
EL SALVADOR - CTE ON NET,5032214,30,6,0.2755
EL SALVADOR - CTE ON NET,50322013,30,6,0.2755
EL SALVADOR - CTE ON NET,50322011,30,6,0.2755
EL SALVADOR - CTE ON NET,50322010,30,6,0.2755
EL SALVADOR - CTE ON NET,50322189,30,6,0.2755
EL SALVADOR - CTE ON NET,5032209,30,6,0.2755
EL SALVADOR - CTE ON NET,50322014,30,6,0.2755
EL SALVADOR - CTE ON NET,50323081,30,6,0.2755
EL SALVADOR - CTE ON NET,50324370,30,6,0.2755
EL SALVADOR - CTE ON NET,50323824,30,6,0.2755
EL SALVADOR - CTE ON NET,50323765,30,6,0.2755
EL SALVADOR - CTE ON NET,50323626,30,6,0.2755
EL SALVADOR - CTE ON NET,50323456,30,6,0.2755
EL SALVADOR - CTE ON NET,50323380,30,6,0.2755
EL SALVADOR - CTE ON NET,50323334,30,6,0.2755
EL SALVADOR - CTE ON NET,50323307,30,6,0.2755
EL SALVADOR - CTE ON NET,50323304,30,6,0.2755
EL SALVADOR - CTE ON NET,50323302,30,6,0.2755
EL SALVADOR - CTE ON NET,50324330,30,6,0.2755
EL SALVADOR - CTE ON NET,50323963,30,6,0.2755
EL SALVADOR - CTE ON NET,50323843,30,6,0.2755
EL SALVADOR - CTE ON NET,50323611,30,6,0.2755
EL SALVADOR - CTE ON NET,50323610,30,6,0.2755
EL SALVADOR - CTE ON NET,50323457,30,6,0.2755
EL SALVADOR - CTE ON NET,50323454,30,6,0.2755
EL SALVADOR - CTE ON NET,50323420,30,6,0.2755
EL SALVADOR - CTE ON NET,50323385,30,6,0.2755
EL SALVADOR - CTE ON NET,50323384,30,6,0.2755
EL SALVADOR - CTE ON NET,50323967,30,6,0.2755
EL SALVADOR - CTE ON NET,50323353,30,6,0.2755
EL SALVADOR - CTE ON NET,50323306,30,6,0.2755
EL SALVADOR - CTE ON NET,50323303,30,6,0.2755
EL SALVADOR - CTE ON NET,50323240,30,6,0.2755
EL SALVADOR - CTE ON NET,50323844,30,6,0.2755
EL SALVADOR - CTE ON NET,50323821,30,6,0.2755
EL SALVADOR - CTE ON NET,50326501,30,6,0.2755
EL SALVADOR - CTE ON NET,50326494,30,6,0.2755
EL SALVADOR - CTE ON NET,50326283,30,6,0.2755
EL SALVADOR - CTE ON NET,50326282,30,6,0.2755
EL SALVADOR - CTE ON NET,50326274,30,6,0.2755
EL SALVADOR - CTE ON NET,50326264,30,6,0.2755
EL SALVADOR - CTE ON NET,50326182,30,6,0.2755
EL SALVADOR - CTE ON NET,50324575,30,6,0.2755
EL SALVADOR - CTE ON NET,50326820,30,6,0.2755
EL SALVADOR - CTE ON NET,50326671,30,6,0.2755
EL SALVADOR - CTE ON NET,50326621,30,6,0.2755
EL SALVADOR - CTE ON NET,50326543,30,6,0.2755
EL SALVADOR - CTE ON NET,50324492,30,6,0.2755
EL SALVADOR - CTE ON NET,50324441,30,6,0.2755
EL SALVADOR - CTE ON NET,50324420,30,6,0.2755
EL SALVADOR - CTE ON NET,50326045,30,6,0.2755
EL SALVADOR - CTE ON NET,50326042,30,6,0.2755
EL SALVADOR - CTE ON NET,50326322,30,6,0.2755
EL SALVADOR - CTE ON NET,50326295,30,6,0.2755
EL SALVADOR - CTE ON NET,50326278,30,6,0.2755
EL SALVADOR - CTE ON NET,50326270,30,6,0.2755
EL SALVADOR - CTE ON NET,50326267,30,6,0.2755
EL SALVADOR - CTE ON NET,50326221,30,6,0.2755
EL SALVADOR - CTE ON NET,50326220,30,6,0.2755
EL SALVADOR - CTE ON NET,50326674,30,6,0.2755
EL SALVADOR - CTE ON NET,50326673,30,6,0.2755
EL SALVADOR - CTE ON NET,50326644,30,6,0.2755
EL SALVADOR - CTE ON NET,50326593,30,6,0.2755
EL SALVADOR - CTE ON NET,50324536,30,6,0.2755
EL SALVADOR - CTE ON NET,50324504,30,6,0.2755
EL SALVADOR - CTE ON NET,50324416,30,6,0.2755
EL SALVADOR - CTE ON NET,50326413,30,6,0.2755
EL SALVADOR - CTE ON NET,50326411,30,6,0.2755
EL SALVADOR - CTE ON NET,50326339,30,6,0.2755
EL SALVADOR - CTE ON NET,50326337,30,6,0.2755
EL SALVADOR - CTE ON NET,50326324,30,6,0.2755
EL SALVADOR - CTE ON NET,50326280,30,6,0.2755
EL SALVADOR - CTE ON NET,50326223,30,6,0.2755
EL SALVADOR - CTE ON NET,50326191,30,6,0.2755
EL SALVADOR - CTE ON NET,50324611,30,6,0.2755
EL SALVADOR - CTE ON NET,50326821,30,6,0.2755
EL SALVADOR - CTE ON NET,50326622,30,6,0.2755
EL SALVADOR - CTE ON NET,50326595,30,6,0.2755
EL SALVADOR - CTE ON NET,50326540,30,6,0.2755
EL SALVADOR - CTE ON NET,50324503,30,6,0.2755
EL SALVADOR - CTE ON NET,50324500,30,6,0.2755
EL SALVADOR - CTE ON NET,50324469,30,6,0.2755
EL SALVADOR - CTE ON NET,50324431,30,6,0.2755
EL SALVADOR - CTE ON NET,50324415,30,6,0.2755
EL SALVADOR - CTE ON NET,50326043,30,6,0.2755
EL SALVADOR - CTE ON NET,50326041,30,6,0.2755
EL SALVADOR - CTE ON NET,50326500,30,6,0.2755
EL SALVADOR - CTE ON NET,50326499,30,6,0.2755
EL SALVADOR - CTE ON NET,50326338,30,6,0.2755
EL SALVADOR - CTE ON NET,50326276,30,6,0.2755
EL SALVADOR - CTE ON NET,50326275,30,6,0.2755
EL SALVADOR - CTE ON NET,50326190,30,6,0.2755
EL SALVADOR - CTE ON NET,50324679,30,6,0.2755
EL SALVADOR - CTE ON NET,50324609,30,6,0.2755
EL SALVADOR - CTE ON NET,50326677,30,6,0.2755
EL SALVADOR - CTE ON NET,50324502,30,6,0.2755
EL SALVADOR - CTE ON NET,50324490,30,6,0.2755
EL SALVADOR - CTE ON NET,50324412,30,6,0.2755
EL SALVADOR - CTE ON NET,50325031,30,6,0.2755
EL SALVADOR - CTE ON NET,50325030,30,6,0.2755
EL SALVADOR - CTE ON NET,5032421,30,6,0.2755
EL SALVADOR - CTE ON NET,50324723,30,6,0.2755
EL SALVADOR - CTE ON NET,5032221,30,6,0.2755
EL SALVADOR - CTE ON NET,5032229,30,6,0.2755
EL SALVADOR - CTE ON NET,50326490,30,6,0.2755
EL SALVADOR - CTE ON NET,50326470,30,6,0.2755
EL SALVADOR - CTE ON NET,50326194,30,6,0.2755
EL SALVADOR - CTE ON NET,50326110,30,6,0.2755
EL SALVADOR - CTE ON NET,50324610,30,6,0.2755
EL SALVADOR - CTE ON NET,50323863,30,6,0.2755
EL SALVADOR - CTE ON NET,50323691,30,6,0.2755
EL SALVADOR - CTE ON NET,50326624,30,6,0.2755
EL SALVADOR - CTE ON NET,5032228,30,6,0.2755
EL SALVADOR - CTE ON NET,50322244,30,6,0.2755
EL SALVADOR - CTE ON NET,50326623,30,6,0.2755
EL SALVADOR - CTE ON NET,50323453,30,6,0.2755
EL SALVADOR - CTE ON NET,50326596,30,6,0.2755
EL SALVADOR - CTE ON NET,50324531,30,6,0.2755
EL SALVADOR - CTE ON NET,50324080,30,6,0.2755
EL SALVADOR - CTE ON NET,50324413,30,6,0.2755
EL SALVADOR - CTE ON NET,50326044,30,6,0.2755
EL SALVADOR - CTE ON NET,50326495,30,6,0.2755
EL SALVADOR - CTE ON NET,50326414,30,6,0.2755
EL SALVADOR - CTE ON NET,50323332,30,6,0.2755
EL SALVADOR - CTE ON NET,50326323,30,6,0.2755
EL SALVADOR - CTE ON NET,50326266,30,6,0.2755
EL SALVADOR - CTE ON NET,50323309,30,6,0.2755
EL SALVADOR - CTE ON NET,50326224,30,6,0.2755
EL SALVADOR - CTE ON NET,50326161,30,6,0.2755
EL SALVADOR - CTE ON NET,50326160,30,6,0.2755
EL SALVADOR - CTE ON NET,50323305,30,6,0.2755
EL SALVADOR - CTE ON NET,50323301,30,6,0.2755
EL SALVADOR - CTE ON NET,50326823,30,6,0.2755
EL SALVADOR - CTE ON NET,50326675,30,6,0.2755
EL SALVADOR - CTE ON NET,50323529,30,6,0.2755
EL SALVADOR - CTE ON NET,50326588,30,6,0.2755
EL SALVADOR - CTE ON NET,50323509,30,6,0.2755
EL SALVADOR - CTE ON NET,50324535,30,6,0.2755
EL SALVADOR - CTE ON NET,50324530,30,6,0.2755
EL SALVADOR - CTE ON NET,50324501,30,6,0.2755
EL SALVADOR - CTE ON NET,50324491,30,6,0.2755
EL SALVADOR - CTE ON NET,50324440,30,6,0.2755
EL SALVADOR - CTE ON NET,50324430,30,6,0.2755
EL SALVADOR - CTE ON NET,50324411,30,6,0.2755
EL SALVADOR - CTE ON NET,50326040,30,6,0.2755
EL SALVADOR - CTE ON NET,50325032,30,6,0.2755
EL SALVADOR - CTE ON NET,50326477,30,6,0.2755
EL SALVADOR - CTE ON NET,50326325,30,6,0.2755
EL SALVADOR - CTE ON NET,50326320,30,6,0.2755
EL SALVADOR - CTE ON NET,50326265,30,6,0.2755
EL SALVADOR - CTE ON NET,50326222,30,6,0.2755
EL SALVADOR - CTE ON NET,50326199,30,6,0.2755
EL SALVADOR - CTE ON NET,50324649,30,6,0.2755
EL SALVADOR - CTE ON NET,50324612,30,6,0.2755
EL SALVADOR - CTE ON NET,50326672,30,6,0.2755
EL SALVADOR - CTE ON NET,50323822,30,6,0.2755
EL SALVADOR - CTE ON NET,50326620,30,6,0.2755
EL SALVADOR - CTE ON NET,50326542,30,6,0.2755
EL SALVADOR - CTE ON NET,50323570,30,6,0.2755
EL SALVADOR - CTE ON NET,50324505,30,6,0.2755
EL SALVADOR - CTE ON NET,50324418,30,6,0.2755
EL SALVADOR - CTE ON NET,50323569,30,6,0.2755
EL SALVADOR - CTE ON NET,50326046,30,6,0.2755
EL SALVADOR - CTE ON NET,50325033,30,6,0.2755
EL SALVADOR - CTE ON NET,50323423,30,6,0.2755
EL SALVADOR - CTE ON NET,50323388,30,6,0.2755
EL SALVADOR - CTE ON NET,50326284,30,6,0.2755
EL SALVADOR - CTE ON NET,50326281,30,6,0.2755
EL SALVADOR - CTE ON NET,50326186,30,6,0.2755
EL SALVADOR - CTE ON NET,50324221,30,6,0.2755
EL SALVADOR - CTE ON NET,5032220,30,6,0.2755
EL SALVADOR - CTE ON NET,50324085,30,6,0.2755
EL SALVADOR - CTE ON NET,50323359,30,6,0.2755
EL SALVADOR - CTE ON NET,50323339,30,6,0.2755
EL SALVADOR - CTE ON NET,50323331,30,6,0.2755
EL SALVADOR - CTE ON NET,50323479,30,6,0.2755
EL SALVADOR - CTE ON NET,50323959,30,6,0.2755
EL SALVADOR - CTE ON NET,50323820,30,6,0.2755
EL SALVADOR - MOBILE,5037,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50323052,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50326136,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50323050,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50326109,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50323014,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50326083,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50323066,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,5032502,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50322667,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50324179,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,5032615,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50326146,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50323057,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50326139,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,5037806,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50326084,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50321038,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50326082,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,503709,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,50326081,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,503706,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,5032512,30,6,0.2863
EL SALVADOR - MOBILE - CTE PERSONAL,503763,30,6,0.2863
